Date and Time,input_4,input_3,input_2,input_1,in_4_calculated,in_3_calculated,in_2_calculated,in_1_calculated
2020-04-13 03:23:13+02:00,18.161,12.695,11.139,6.52,24.4253,22.7172,22.2309,42.745
2020-04-13 03:24:14+02:00,16.578,13.316,10.378,7.32,23.9306,22.9112,21.9931,55.045
2020-04-13 03:25:14+02:00,16.828,13.514,11.438,7.32,24.0088,22.9731,22.3244,55.045
2020-04-13 03:26:14+02:00,17.273,14.91,10.294,6.72,24.1478,23.4094,21.9669,45.82
2020-04-13 03:27:14+02:00,17.281,15.709,9.841,5.92,24.1503,23.6591,21.8253,33.52
2020-04-13 03:28:14+02:00,17.754,13.922,8.962,5.92,24.2981,23.1006,21.5506,33.52
2020-04-13 03:29:14+02:00,19.329,15.254,10.496,5.32,24.7903,23.5169,22.03,24.295
2020-04-13 03:30:14+02:00,17.631,15.742,9.722,5.92,24.2597,23.6694,21.7881,33.52
2020-04-13 03:31:14+02:00,18.799,14.039,10.731,5.92,24.6247,23.1372,22.1034,33.52
2020-04-13 03:32:14+02:00,18.144,14.064,8.453,7.52,24.42,23.145,21.3916,58.12
2020-04-13 03:33:14+02:00,17.841,15.806,8.36,8.32,24.3253,23.6894,21.3625,70.42
2020-04-13 03:34:14+02:00,17.333,14.382,10.096,7.52,24.1666,23.2444,21.905,58.12
2020-04-13 03:35:14+02:00,18.751,15.896,11.989,7.12,24.6097,23.7175,22.4966,51.97
2020-04-13 03:36:14+02:00,18.479,14.622,9.326,6.52,24.5247,23.3194,21.6644,42.745
2020-04-13 03:37:14+02:00,19.933,12.487,10.254,7.12,24.9791,22.6522,21.9544,51.97
2020-04-13 03:38:14+02:00,19.508,14.176,9.269,6.52,24.8463,23.18,21.6466,42.745
2020-04-13 03:39:15+02:00,19.577,15.754,9.85,6.72,24.8678,23.6731,21.8281,45.82
2020-04-13 03:40:15+02:00,17.724,14.925,11.046,6.92,24.2887,23.4141,22.2019,48.895
2020-04-13 03:41:15+02:00,18.059,15.13,11.761,5.72,24.3934,23.4781,22.4253,30.445
2020-04-13 03:42:15+02:00,19.704,12.72,10.898,6.32,24.9075,22.725,22.1556,39.67
2020-04-13 03:43:15+02:00,19.919,15.761,11.506,5.92,24.9747,23.6753,22.3456,33.52
2020-04-13 03:44:15+02:00,19.712,13.645,9.093,4.92,24.91,23.0141,21.5916,18.145
2020-04-13 03:45:15+02:00,18.569,12.702,9.419,4.52,24.5528,22.7194,21.6934,11.995
2020-04-13 03:46:15+02:00,18.569,12.199,11.782,4.52,24.5528,22.5622,22.4319,11.995
2020-04-13 03:47:15+02:00,17.764,15.054,9.299,4.12,24.3013,23.4544,21.6559,5.845
2020-04-13 03:48:15+02:00,17.52,15.362,8.125,4.52,24.225,23.5506,21.2891,11.995
2020-04-13 03:49:15+02:00,18.614,14.13,8.084,5.72,24.5669,23.1656,21.2763,30.445
2020-04-13 03:50:15+02:00,17.701,13.245,8.295,5.92,24.2816,22.8891,21.3422,33.52
2020-04-13 03:51:15+02:00,19.228,14.095,10.406,5.12,24.7588,23.1547,22.0019,21.22
2020-04-13 03:52:15+02:00,16.413,14.081,11.709,4.92,23.8791,23.1503,22.4091,18.145
2020-04-13 03:53:16+02:00,16.73,12.746,9.058,3.92,23.9781,22.7331,21.5806,2.77
2020-04-13 03:54:16+02:00,17.495,14.654,10.614,4.12,24.2172,23.3294,22.0669,5.845
2020-04-13 03:55:16+02:00,16.859,14.126,10.355,3.92,24.0184,23.1644,21.9859,2.77
2020-04-13 03:56:16+02:00,18.408,14.271,10.842,4.12,24.5025,23.2097,22.1381,5.845
2020-04-13 03:57:16+02:00,18.026,13.812,11.319,4.92,24.3831,23.0662,22.2872,18.145
2020-04-13 03:58:16+02:00,18.898,13.993,10.473,4.52,24.6556,23.1228,22.0228,11.995
2020-04-13 03:59:16+02:00,19.537,15.978,9.982,4.52,24.8553,23.7431,21.8694,11.995
2020-04-13 04:00:16+02:00,18.892,14.861,9.753,4.52,24.6537,23.3941,21.7978,11.995
2020-04-13 04:01:16+02:00,19.47,15.223,9.964,4.52,24.8344,23.5072,21.8638,11.995
2020-04-13 04:02:16+02:00,16.539,14.026,11.134,5.72,23.9184,23.1331,22.2294,30.445
2020-04-13 04:03:16+02:00,16.322,15.74,11.086,5.12,23.8506,23.6688,22.2144,21.22
2020-04-13 04:04:16+02:00,19.452,14.973,8.728,4.52,24.8288,23.4291,21.4775,11.995
2020-04-13 04:05:16+02:00,19.354,15.406,11.236,4.92,24.7981,23.5644,22.2612,18.145
2020-04-13 04:06:16+02:00,18.594,15.672,10.847,4.32,24.5606,23.6475,22.1397,8.92
2020-04-13 04:07:17+02:00,16.656,14.729,8.727,4.72,23.955,23.3528,21.4772,15.07
2020-04-13 04:08:17+02:00,18.698,13.678,11.167,4.12,24.5931,23.0244,22.2397,5.845
2020-04-13 04:09:17+02:00,18.777,12.54,9.13,5.12,24.6178,22.6688,21.6031,21.22
2020-04-13 04:10:17+02:00,19.414,13.728,9.765,4.92,24.8169,23.04,21.8016,18.145
2020-04-13 04:11:17+02:00,16.131,14.712,10.066,4.12,23.7909,23.3475,21.8956,5.845
2020-04-13 04:12:17+02:00,17.528,13.36,9.817,3.92,24.2275,22.925,21.8178,2.77
2020-04-13 04:13:17+02:00,19.907,15.926,11.454,4.32,24.9709,23.7269,22.3294,8.92
2020-04-13 04:14:17+02:00,17.006,12.08,9.22,5.32,24.0644,22.525,21.6313,24.295
2020-04-13 04:15:17+02:00,16.925,13.188,11.08,6.52,24.0391,22.8713,22.2125,42.745
2020-04-13 04:16:17+02:00,18.971,14.24,8.831,6.92,24.6784,23.2,21.5097,48.895
2020-04-13 04:17:17+02:00,19.014,15.921,11.541,5.72,24.6919,23.7253,22.3566,30.445
2020-04-13 04:18:17+02:00,16.975,13.676,10.632,4.32,24.0547,23.0238,22.0725,8.92
2020-04-13 04:19:17+02:00,19.117,15.871,11.503,4.12,24.7241,23.7097,22.3447,5.845
2020-04-13 04:20:17+02:00,19.403,13.466,9.689,5.32,24.8134,22.9581,21.7778,24.295
2020-04-13 04:21:17+02:00,17.177,15.383,10.763,4.32,24.1178,23.5572,22.1134,8.92
2020-04-13 04:22:18+02:00,17.445,15.657,10.748,3.92,24.2016,23.6428,22.1087,2.77
2020-04-13 04:23:18+02:00,17.799,14.468,9.898,5.12,24.3122,23.2712,21.8431,21.22
2020-04-13 04:24:18+02:00,18.916,12.058,9.211,5.72,24.6612,22.5181,21.6284,30.445
2020-04-13 04:25:18+02:00,19.987,14.268,10.184,6.32,24.9959,23.2087,21.9325,39.67
2020-04-13 04:26:18+02:00,16.171,12.505,8.956,4.92,23.8034,22.6578,21.5487,18.145
2020-04-13 04:27:18+02:00,18.138,14.584,10.929,5.92,24.4181,23.3075,22.1653,33.52
2020-04-13 04:28:18+02:00,16.552,13.631,10.717,5.92,23.9225,23.0097,22.0991,33.52
2020-04-13 04:29:18+02:00,16.063,15.102,9.163,5.52,23.7697,23.4694,21.6134,27.37
2020-04-13 04:30:18+02:00,17.12,15.867,9.539,5.52,24.1,23.7084,21.7309,27.37
2020-04-13 04:31:18+02:00,16.849,12.404,10.171,4.12,24.0153,22.6262,21.9284,5.845
2020-04-13 04:32:18+02:00,16.629,13.362,8.322,4.32,23.9466,22.9256,21.3506,8.92
2020-04-13 04:33:18+02:00,17.695,12.493,11.007,4.72,24.2797,22.6541,22.1897,15.07
2020-04-13 04:34:18+02:00,19.724,15.164,9.439,4.72,24.9137,23.4888,21.6997,15.07
2020-04-13 04:35:18+02:00,19.09,12.417,9.242,4.72,24.7156,22.6303,21.6381,15.07
2020-04-13 04:36:19+02:00,19.222,15.476,9.822,4.12,24.7569,23.5863,21.8194,5.845
2020-04-13 04:37:19+02:00,19.758,12.204,8.365,4.12,24.9244,22.5637,21.3641,5.845
2020-04-13 04:38:19+02:00,18.363,15.255,10.713,4.92,24.4884,23.5172,22.0978,18.145
2020-04-13 04:39:19+02:00,19.3,13.445,8.121,4.72,24.7812,22.9516,21.2878,15.07
2020-04-13 04:40:19+02:00,16.387,15.524,10.174,4.92,23.8709,23.6012,21.9294,18.145
2020-04-13 04:41:19+02:00,16.373,15.752,10.721,4.52,23.8666,23.6725,22.1003,11.995
2020-04-13 04:42:19+02:00,16.441,15.825,11.262,4.52,23.8878,23.6953,22.2694,11.995
2020-04-13 04:43:19+02:00,19.682,12.187,8.845,5.92,24.9006,22.5584,21.5141,33.52
2020-04-13 04:44:19+02:00,19.215,13.127,8.14,6.72,24.7547,22.8522,21.2938,45.82
2020-04-13 04:45:19+02:00,17.359,13.64,8.134,9.12,24.1747,23.0125,21.2919,82.72
2020-04-13 04:46:19+02:00,16.401,13.22,10.253,9.92,23.8753,22.8813,21.9541,95.02
2020-04-13 04:47:19+02:00,17.527,14.515,10.183,9.12,24.2272,23.2859,21.9322,82.72
2020-04-13 04:48:19+02:00,16.978,15.43,9.979,9.52,24.0556,23.5719,21.8684,88.87
2020-04-13 04:49:19+02:00,16.606,12.89,8.292,10.52,23.9394,22.7781,21.3412,104.245
2020-04-13 04:50:19+02:00,19.099,14.199,9.933,11.52,24.7184,23.1872,21.8541,119.62
2020-04-13 04:51:20+02:00,18.344,12.643,10.84,12.92,24.4825,22.7009,22.1375,141.145
2020-04-13 04:52:20+02:00,19.96,12.779,11.383,12.52,24.9875,22.7434,22.3072,134.995
2020-04-13 04:53:20+02:00,17.614,14.014,8.888,11.92,24.2544,23.1294,21.5275,125.77
2020-04-13 04:54:20+02:00,17.764,13.279,11.713,11.72,24.3013,22.8997,22.4103,122.695
2020-04-13 04:55:20+02:00,18.924,13.699,11.748,12.12,24.6637,23.0309,22.4212,128.845
2020-04-13 04:56:20+02:00,18.441,14.178,8.781,11.52,24.5128,23.1806,21.4941,119.62
2020-04-13 04:57:20+02:00,19.43,14.173,10.303,11.32,24.8219,23.1791,21.9697,116.545
2020-04-13 04:58:20+02:00,18.004,15.943,8.937,10.32,24.3762,23.7322,21.5428,101.17
2020-04-13 04:59:20+02:00,16.182,15.709,10.353,11.52,23.8069,23.6591,21.9853,119.62
2020-04-13 05:00:20+02:00,19.973,15.451,8.617,11.92,24.9916,23.5784,21.4428,125.77
2020-04-13 05:01:20+02:00,18.721,13.225,10.609,12.32,24.6003,22.8828,22.0653,131.92
2020-04-13 05:02:20+02:00,19.985,14.294,10.212,12.32,24.9953,23.2169,21.9412,131.92
2020-04-13 05:03:21+02:00,16.748,12.671,8.57,11.82,23.9837,22.7097,21.4281,124.232
2020-04-13 05:04:21+02:00,17.359,14.826,9.868,11.82,24.1747,23.3831,21.8337,124.232
2020-04-13 05:05:22+02:00,19.238,15.573,11.934,12.42,24.7619,23.6166,22.4794,133.458
2020-04-13 05:06:22+02:00,17.34,13.717,8.252,12.42,24.1688,23.0366,21.3288,133.458
2020-04-13 05:07:22+02:00,19.774,13.23,9.094,11.82,24.9294,22.8844,21.5919,124.232
2020-04-13 05:08:22+02:00,16.562,13.176,10.942,11.42,23.9256,22.8675,22.1694,118.082
2020-04-13 05:09:22+02:00,16.839,12.115,8.015,12.02,24.0122,22.5359,21.2547,127.308
2020-04-13 05:10:22+02:00,17.134,13.829,8.685,11.62,24.1044,23.0716,21.4641,121.158
2020-04-13 05:11:22+02:00,18.712,12.095,11.836,11.42,24.5975,22.5297,22.4487,118.082
2020-04-13 05:12:22+02:00,18.701,12.564,8.961,11.42,24.5941,22.6763,21.5503,118.082
2020-04-13 05:13:22+02:00,17.637,15.018,11.155,10.62,24.2616,23.4431,22.2359,105.783
2020-04-13 05:14:22+02:00,17.476,14.696,9.228,9.82,24.2113,23.3425,21.6338,93.4825
2020-04-13 05:15:22+02:00,18.358,14.628,11.73,9.22,24.4869,23.3213,22.4156,84.2575
2020-04-13 05:16:22+02:00,19.306,14.552,9.898,9.62,24.7831,23.2975,21.8431,90.4075
2020-04-13 05:17:22+02:00,19.868,12.941,9.174,10.02,24.9587,22.7941,21.6169,96.5575
2020-04-13 05:18:22+02:00,16.062,13.803,8.881,10.62,23.7694,23.0634,21.5253,105.783
2020-04-13 05:19:22+02:00,19.726,15.286,8.741,11.02,24.9144,23.5269,21.4816,111.933
2020-04-13 05:20:23+02:00,18.117,12.568,11.567,11.42,24.4116,22.6775,22.3647,118.082
2020-04-13 05:21:23+02:00,19.148,14.108,10.512,12.62,24.7337,23.1588,22.035,136.533
2020-04-13 05:22:23+02:00,16.109,15.573,10.023,12.82,23.7841,23.6166,21.8822,139.607
2020-04-13 05:23:23+02:00,18.927,15.655,8.66,12.42,24.6647,23.6422,21.4562,133.458
2020-04-13 05:24:23+02:00,17.227,13.902,8.87,13.22,24.1334,23.0944,21.5219,145.758
2020-04-13 05:25:23+02:00,16.027,14.501,10.78,14.42,23.7584,23.2816,22.1187,164.208
2020-04-13 05:26:23+02:00,16.807,13.469,11.675,14.22,24.0022,22.9591,22.3984,161.133
2020-04-13 05:27:23+02:00,19.28,13.436,8.964,13.82,24.775,22.9487,21.5513,154.982
2020-04-13 05:28:23+02:00,18.068,13.618,10.659,12.62,24.3962,23.0056,22.0809,136.533
2020-04-13 05:29:23+02:00,18.855,12.525,11.534,12.62,24.6422,22.6641,22.3544,136.533
2020-04-13 05:30:23+02:00,17.664,12.144,11.186,13.42,24.27,22.545,22.2456,148.833
2020-04-13 05:31:23+02:00,19.735,15.236,10.405,12.42,24.9172,23.5112,22.0016,133.458
2020-04-13 05:32:23+02:00,16.3,13.691,10.355,10.82,23.8438,23.0284,21.9859,108.857
2020-04-13 05:33:23+02:00,18.496,15.256,11.818,10.42,24.53,23.5175,22.4431,102.707
2020-04-13 05:34:24+02:00,19.879,13.648,9.503,10.62,24.9622,23.015,21.7197,105.783
2020-04-13 05:35:24+02:00,16.25,14.625,10.844,10.62,23.8281,23.3203,22.1388,105.783
2020-04-13 05:36:24+02:00,19.861,14.295,9.922,9.42,24.9566,23.2172,21.8506,87.3325
2020-04-13 05:37:24+02:00,19.693,15.144,11.189,9.22,24.9041,23.4825,22.2466,84.2575
2020-04-13 05:38:24+02:00,16.79,13.07,10.684,8.22,23.9969,22.8344,22.0888,68.8825
2020-04-13 05:39:24+02:00,18.413,12.008,11.73,9.02,24.5041,22.5025,22.4156,81.1825
2020-04-13 05:40:24+02:00,19.027,15.425,8.986,8.82,24.6959,23.5703,21.5581,78.1075
2020-04-13 05:41:24+02:00,16.764,15.364,10.774,7.82,23.9888,23.5513,22.1169,62.7325
2020-04-13 05:42:24+02:00,17.214,13.51,11.183,8.42,24.1294,22.9719,22.2447,71.9575
2020-04-13 05:43:24+02:00,18.775,13.427,9.092,8.62,24.6172,22.9459,21.5912,75.0325
2020-04-13 05:44:24+02:00,19.199,15.452,8.292,9.02,24.7497,23.5788,21.3412,81.1825
2020-04-13 05:45:24+02:00,18.158,13.682,11.141,9.62,24.4244,23.0256,22.2316,90.4075
2020-04-13 05:46:24+02:00,17.06,15.458,10.311,8.42,24.0812,23.5806,21.9722,71.9575
2020-04-13 05:47:24+02:00,19.484,15.644,9.675,8.82,24.8388,23.6388,21.7734,78.1075
2020-04-13 05:48:24+02:00,19.391,13.751,10.136,6.62,24.8097,23.0472,21.9175,44.2825
2020-04-13 05:49:25+02:00,18.476,15.779,8.619,5.42,24.5238,23.6809,21.4434,25.8325
2020-04-13 05:50:25+02:00,19.871,12.46,9.101,5.42,24.9597,22.6437,21.5941,25.8325
2020-04-13 05:51:25+02:00,16.883,12.45,10.34,5.42,24.0259,22.6406,21.9813,25.8325
2020-04-13 05:52:25+02:00,18.075,15.064,8.633,5.62,24.3984,23.4575,21.4478,28.9075
2020-04-13 05:53:25+02:00,19.185,14.595,8.956,6.02,24.7453,23.3109,21.5487,35.0575
2020-04-13 05:54:25+02:00,16.988,12.555,10.357,6.82,24.0588,22.6734,21.9866,47.3575
2020-04-13 05:55:25+02:00,18.711,15.303,10.236,6.82,24.5972,23.5322,21.9487,47.3575
2020-04-13 05:56:25+02:00,17.883,15.018,10.51,8.22,24.3384,23.4431,22.0344,68.8825
2020-04-13 05:57:25+02:00,19.018,12.509,8.374,8.62,24.6931,22.6591,21.3669,75.0325
2020-04-13 05:58:25+02:00,17.877,15.796,8.612,8.02,24.3366,23.6863,21.4412,65.8075
2020-04-13 05:59:25+02:00,18.672,12.736,9.237,10.02,24.585,22.73,21.6366,96.5575
2020-04-13 06:00:25+02:00,17.618,15.459,11.018,9.82,24.2556,23.5809,22.1931,93.4825
2020-04-13 06:01:25+02:00,18.841,12.937,8.536,9.82,24.6378,22.7928,21.4175,93.4825
2020-04-13 06:02:25+02:00,17.758,14.708,8.361,9.82,24.2994,23.3463,21.3628,93.4825
2020-04-13 06:03:26+02:00,17.131,15.76,9.873,9.62,24.1034,23.675,21.8353,90.4075
2020-04-13 06:04:26+02:00,19.255,13.439,11.55,10.02,24.7672,22.9497,22.3594,96.5575
2020-04-13 06:05:26+02:00,17.731,14.799,11.09,10.02,24.2909,23.3747,22.2156,96.5575
2020-04-13 06:06:26+02:00,16.875,12.213,8.097,8.62,24.0234,22.5666,21.2803,75.0325
2020-04-13 06:07:26+02:00,18.756,15.427,10.424,9.02,24.6112,23.5709,22.0075,81.1825
2020-04-13 06:08:26+02:00,17.917,13.534,10.64,7.62,24.3491,22.9794,22.075,59.6575
2020-04-13 06:09:26+02:00,16.333,13.667,10.618,6.62,23.8541,23.0209,22.0681,44.2825
2020-04-13 06:10:26+02:00,19.735,15.606,11.805,7.02,24.9172,23.6269,22.4391,50.4325
2020-04-13 06:11:26+02:00,18.397,15.716,10.314,8.02,24.4991,23.6612,21.9731,65.8075
2020-04-13 06:12:26+02:00,16.679,13.546,9.072,7.82,23.9622,22.9831,21.585,62.7325
2020-04-13 06:13:26+02:00,19.835,14.771,9.43,8.42,24.9484,23.3659,21.6969,71.9575
2020-04-13 06:14:26+02:00,16.019,12.335,11.61,9.02,23.7559,22.6047,22.3781,81.1825
2020-04-13 06:15:26+02:00,17.572,15.303,8.712,9.22,24.2412,23.5322,21.4725,84.2575
2020-04-13 06:16:26+02:00,17.965,13.174,11.99,9.02,24.3641,22.8669,22.4969,81.1825
2020-04-13 06:17:26+02:00,19.148,15.607,9.535,9.22,24.7337,23.6272,21.7297,84.2575
2020-04-13 06:18:27+02:00,19.16,15.278,11.429,8.82,24.7375,23.5244,22.3216,78.1075
2020-04-13 06:19:27+02:00,17.176,13.51,9.001,9.82,24.1175,22.9719,21.5628,93.4825
2020-04-13 06:20:27+02:00,16.476,14.03,10.516,9.62,23.8988,23.1344,22.0362,90.4075
2020-04-13 06:21:27+02:00,19.43,12.202,11.178,8.62,24.8219,22.5631,22.2431,75.0325
2020-04-13 06:22:27+02:00,17.473,13.32,11.787,9.42,24.2103,22.9125,22.4334,87.3325
2020-04-13 06:23:27+02:00,16.724,13.803,11.777,9.62,23.9762,23.0634,22.4303,90.4075
2020-04-13 06:24:27+02:00,18.264,14.539,10.518,9.42,24.4575,23.2934,22.0369,87.3325
2020-04-13 06:25:27+02:00,18.318,12.897,8.307,9.02,24.4744,22.7803,21.3459,81.1825
2020-04-13 06:26:27+02:00,16.936,14.456,11.227,8.42,24.0425,23.2675,22.2584,71.9575
2020-04-13 06:27:27+02:00,17.088,15.944,11.906,8.42,24.09,23.7325,22.4706,71.9575
2020-04-13 06:28:27+02:00,19.368,15.094,8.868,9.02,24.8025,23.4669,21.5212,81.1825
2020-04-13 06:29:27+02:00,17.452,13.91,9.854,8.82,24.2038,23.0969,21.8294,78.1075
2020-04-13 06:30:27+02:00,17.315,15.496,10.692,8.42,24.1609,23.5925,22.0912,71.9575
2020-04-13 06:31:27+02:00,17.286,12.968,11.087,6.82,24.1519,22.8025,22.2147,47.3575
2020-04-13 06:32:28+02:00,17.409,14.848,10.076,6.22,24.1903,23.39,21.8988,38.1325
2020-04-13 06:33:28+02:00,16.894,15.563,9.675,6.02,24.0294,23.6134,21.7734,35.0575
2020-04-13 06:34:29+02:00,18.487,15.087,11.965,8.12,24.5272,23.4647,22.4891,67.345
2020-04-13 06:35:29+02:00,16.374,13.816,9.933,7.92,23.8669,23.0675,21.8541,64.27
2020-04-13 06:36:29+02:00,18.031,12.537,9.24,6.32,24.3847,22.6678,21.6375,39.67
2020-04-13 06:37:29+02:00,17.966,14.837,11.143,6.12,24.3644,23.3866,22.2322,36.595
2020-04-13 06:38:29+02:00,17.455,12.958,8.23,5.52,24.2047,22.7994,21.3219,27.37
2020-04-13 06:39:29+02:00,19.056,15.97,8.681,5.72,24.705,23.7406,21.4628,30.445
2020-04-13 06:40:29+02:00,17.441,12.35,11.329,6.52,24.2003,22.6094,22.2903,42.745
2020-04-13 06:41:29+02:00,16.257,12.674,9.397,6.12,23.8303,22.7106,21.6866,36.595
2020-04-13 06:42:29+02:00,18.707,14.342,9.446,5.92,24.5959,23.2319,21.7019,33.52
2020-04-13 06:43:29+02:00,17.342,15.533,9.141,5.72,24.1694,23.6041,21.6066,30.445
2020-04-13 06:44:29+02:00,19.113,14.477,8.956,5.92,24.7228,23.2741,21.5487,33.52
2020-04-13 06:45:29+02:00,19.567,15.223,8.698,6.12,24.8647,23.5072,21.4681,36.595
2020-04-13 06:46:29+02:00,18.168,13.761,8.783,6.12,24.4275,23.0503,21.4947,36.595
2020-04-13 06:47:30+02:00,18.222,15.271,11.89,5.72,24.4444,23.5222,22.4656,30.445
2020-04-13 06:48:30+02:00,17.575,12.439,11.464,5.52,24.2422,22.6372,22.3325,27.37
2020-04-13 06:49:30+02:00,17.4,15.902,9.68,4.72,24.1875,23.7194,21.775,15.07
2020-04-13 06:50:30+02:00,16.973,14.074,10.071,4.72,24.0541,23.1481,21.8972,15.07
2020-04-13 06:51:30+02:00,19.33,13.559,11.24,5.12,24.7906,22.9872,22.2625,21.22
2020-04-13 06:52:30+02:00,19.997,15.556,10.413,5.72,24.9991,23.6112,22.0041,30.445
2020-04-13 06:53:30+02:00,19.901,15.604,8.387,5.32,24.9691,23.6262,21.3709,24.295
2020-04-13 06:54:30+02:00,17.619,14.622,9.178,6.92,24.2559,23.3194,21.6181,48.895
2020-04-13 06:55:30+02:00,18.052,15.903,9.307,6.52,24.3913,23.7197,21.6584,42.745
2020-04-13 06:56:30+02:00,18.212,14.111,10.922,6.92,24.4412,23.1597,22.1631,48.895
2020-04-13 06:57:30+02:00,16.725,13.819,8.219,7.12,23.9766,23.0684,21.3184,51.97
2020-04-13 06:58:30+02:00,19.104,13.39,9.061,6.32,24.72,22.9344,21.5816,39.67
2020-04-13 06:59:30+02:00,19.903,13.525,11.599,6.52,24.9697,22.9766,22.3747,42.745
2020-04-13 07:00:30+02:00,18.113,13.558,9.318,6.92,24.4103,22.9869,21.6619,48.895
2020-04-13 07:01:31+02:00,18.268,12.484,9.813,5.72,24.4587,22.6513,21.8166,30.445
2020-04-13 07:02:31+02:00,19.65,15.245,8.041,4.72,24.8906,23.5141,21.2628,15.07
2020-04-13 07:03:31+02:00,17.175,14.866,11.095,4.32,24.1172,23.3956,22.2172,8.92
2020-04-13 07:04:31+02:00,17.52,15.501,11.933,5.32,24.225,23.5941,22.4791,24.295
2020-04-13 07:05:31+02:00,19.841,12.107,10.431,4.52,24.9503,22.5334,22.0097,11.995
2020-04-13 07:06:31+02:00,18.74,13.765,11.282,3.92,24.6063,23.0516,22.2756,2.77
2020-04-13 07:07:31+02:00,17.813,15.387,11.367,3.92,24.3166,23.5584,22.3022,2.77
2020-04-13 07:08:31+02:00,17.95,13.939,10.409,4.52,24.3594,23.1059,22.0028,11.995
2020-04-13 07:09:31+02:00,19.96,15.022,10.602,5.52,24.9875,23.4444,22.0631,27.37
2020-04-13 07:10:31+02:00,18.784,15.619,9.102,5.72,24.62,23.6309,21.5944,30.445
2020-04-13 07:11:31+02:00,19.329,14.827,11.637,5.92,24.7903,23.3834,22.3866,33.52
2020-04-13 07:12:31+02:00,16.912,15.67,11.292,5.32,24.035,23.6469,22.2787,24.295
2020-04-13 07:13:31+02:00,19.281,14.522,10.631,4.12,24.7753,23.2881,22.0722,5.845
2020-04-13 07:14:31+02:00,16.086,14.137,10.153,4.12,23.7769,23.1678,21.9228,5.845
2020-04-13 07:15:31+02:00,19.701,12.94,11.684,5.12,24.9066,22.7938,22.4013,21.22
2020-04-13 07:16:32+02:00,18.953,13.759,8.72,5.12,24.6728,23.0497,21.475,21.22
2020-04-13 07:17:32+02:00,19.545,14.54,9.577,4.92,24.8578,23.2938,21.7428,18.145
2020-04-13 07:18:32+02:00,18.546,13.534,11.28,6.72,24.5456,22.9794,22.275,45.82
2020-04-13 07:19:32+02:00,17.52,13.303,9.928,6.12,24.225,22.9072,21.8525,36.595
2020-04-13 07:20:32+02:00,17.955,13.138,11.171,5.72,24.3609,22.8556,22.2409,30.445
2020-04-13 07:21:32+02:00,17.036,12.383,11.176,4.92,24.0737,22.6197,22.2425,18.145
2020-04-13 07:22:32+02:00,19.315,15.538,8.719,5.12,24.7859,23.6056,21.4747,21.22
2020-04-13 07:23:32+02:00,19.085,13.292,11.457,4.12,24.7141,22.9037,22.3303,5.845
2020-04-13 07:24:32+02:00,19.389,14.418,8.184,4.12,24.8091,23.2556,21.3075,5.845
2020-04-13 07:25:32+02:00,19.881,12.027,9.521,5.32,24.9628,22.5084,21.7253,24.295
2020-04-13 07:26:32+02:00,17.954,14.021,9.653,6.12,24.3606,23.1316,21.7666,36.595
2020-04-13 07:27:32+02:00,17.213,12.015,11.144,8.12,24.1291,22.5047,22.2325,67.345
2020-04-13 07:28:32+02:00,18.299,15.57,10.231,6.52,24.4684,23.6156,21.9472,42.745
2020-04-13 07:29:32+02:00,16.28,12.924,8.787,5.32,23.8375,22.7887,21.4959,24.295
2020-04-13 07:30:33+02:00,18.286,14.303,10.865,4.52,24.4644,23.2197,22.1453,11.995
2020-04-13 07:31:33+02:00,16.273,14.168,10.217,4.72,23.8353,23.1775,21.9428,15.07
2020-04-13 07:32:33+02:00,16.74,12.597,11.811,3.92,23.9813,22.6866,22.4409,2.77
2020-04-13 07:33:33+02:00,17.287,15.972,9.423,4.12,24.1522,23.7412,21.6947,5.845
2020-04-13 07:34:33+02:00,17.195,14.514,10.618,4.92,24.1234,23.2856,22.0681,18.145
2020-04-13 07:35:33+02:00,18.394,14.908,9.085,5.12,24.4981,23.4088,21.5891,21.22
2020-04-13 07:36:33+02:00,18.111,14.392,11.174,5.12,24.4097,23.2475,22.2419,21.22
2020-04-13 07:37:33+02:00,18.897,13.286,11.246,4.52,24.6553,22.9019,22.2644,11.995
2020-04-13 07:38:33+02:00,17.594,15.781,9.25,6.12,24.2481,23.6816,21.6406,36.595
2020-04-13 07:39:33+02:00,16.285,13.766,9.754,7.72,23.8391,23.0519,21.7981,61.195
2020-04-13 07:40:33+02:00,19.488,15.06,8.809,7.32,24.84,23.4562,21.5028,55.045
2020-04-13 07:41:33+02:00,19.757,13.135,8.734,8.32,24.9241,22.8547,21.4794,70.42
2020-04-13 07:42:33+02:00,16.727,12.843,8.339,8.52,23.9772,22.7634,21.3559,73.495
2020-04-13 07:43:33+02:00,16.947,13.292,9.936,9.12,24.0459,22.9037,21.855,82.72
2020-04-13 07:44:33+02:00,18.937,12.174,10.109,7.32,24.6678,22.5544,21.9091,55.045
2020-04-13 07:45:34+02:00,18.861,12.447,9.471,7.72,24.6441,22.6397,21.7097,61.195
2020-04-13 07:46:34+02:00,17.671,13.444,11.841,7.92,24.2722,22.9513,22.4503,64.27
2020-04-13 07:47:34+02:00,18.403,12.77,11.828,7.92,24.5009,22.7406,22.4463,64.27
2020-04-13 07:48:34+02:00,16.983,14.087,10.142,7.12,24.0572,23.1522,21.9194,51.97
2020-04-13 07:49:34+02:00,16.566,13.001,10.145,8.32,23.9269,22.8128,21.9203,70.42
